Î» (nm)	photon flux (Î³/s/cm^2/nm)
1166.50	311092640591974.50
1167.50	310707713119911.56
1168.50	310318341934184.19
1169.50	309927848793832.44
1170.50	309536233698856.38
1171.50	309143496649256.06
1172.50	308749637645031.31
1173.50	308361691312456.31
1174.50	307973164953597.50
1175.50	307583529531659.62
1176.50	307192785046642.94
1177.50	306800931498547.50
1178.50	306438717515308.50
1179.50	306107477481895.06
1180.50	305775234880611.88
1181.50	305441989711458.69
1182.50	305107741974435.62
1183.50	304774746825820.94
1184.50	304483637094072.06
1185.50	304191601014352.75
1186.50	303898638586663.06
1187.50	303604749811003.12
1188.50	303309934687372.88
1189.50	303024997359581.56
1190.50	302746360667502.94
1191.50	302466827903883.44
1192.50	302186399068722.88
1193.50	301905074162021.31
1194.50	301627716185596.88
1195.50	301377050360167.69
1196.50	301125542745344.38
1197.50	300873193341126.75
1198.50	300620002147514.81
1199.50	300365969164508.62
1200.50	300157324184577.12
1201.50	299969687751050.69
1202.50	299781322789252.56
1203.50	299592229299182.88
1204.50	299402407280841.75
1205.50	299211435093761.75
1206.50	299018237531698.88
1207.50	298824308261692.00
1208.50	298629647283741.12
1209.50	298434254597846.12
1210.50	298238130204007.31
1211.50	298041103227356.06
1212.50	297843284174000.75
1213.50	297644733031501.31
1214.50	297445449799857.75
1215.50	297245434479070.06
1216.50	297040818106020.50
1217.50	296824994154231.56
1218.50	296608414554740.25
1219.50	296391079307546.56
1220.50	296172988412650.44
1221.50	295954141870052.19
1222.50	295725855129152.88
1223.50	295494347040395.31
1224.50	295262065088738.50
1225.50	295029009274182.12
1226.50	294795179596726.19
1227.50	294554744788153.19
1228.50	294299909238568.44
1229.50	294044268155924.25
1230.50	293787821540220.56
1231.50	293530569391457.38
1232.50	293272511709634.69
1233.50	292996020330790.62
1234.50	292714556482863.75
1235.50	292432251815026.25
1236.50	292149106327278.25
1237.50	291865120019619.69
1238.50	291580649739824.62
1239.50	291296134131774.00
1240.50	291010779562709.62
1241.50	290724586032631.56
1242.50	290437553541539.69
1243.50	290149682089434.12
1244.50	289819242413449.38
1245.50	289478729272013.88
1246.50	289137295386768.38
1247.50	288794940757713.06
1248.50	288451665384847.62
1249.50	288101555546469.88
1250.50	287737938782573.81
1251.50	287373371694426.94
1252.50	287007854282029.50
1253.50	286641386545381.44
1254.50	286273968484482.69
1255.50	285927223281025.19
1256.50	285584312531533.19
1257.50	285240493464534.81
1258.50	284895766080030.19
1259.50	284550130378019.25
1260.50	284211369800098.81
1261.50	283889051433059.94
1262.50	283565864586477.50
1263.50	283241809260351.81
1264.50	282916885454682.75
1265.50	282591093169470.12
1266.50	282273876568848.62
1267.50	281958023449393.50
1268.50	281641320262494.19
1269.50	281323767008150.84
1270.50	281005363686363.50
1271.50	280700699634589.19
1272.50	280429277023937.00
1273.50	280157080839941.91
1274.50	279884111082603.94
1275.50	279610367751923.16
1276.50	279335850847899.47
1277.50	279093609583568.72
1278.50	278858915257161.28
1279.50	278623512032974.66
1280.50	278387399911008.94
1281.50	278150578891263.97
1282.50	277931025882885.59
1283.50	277754838761317.03
1284.50	277578039411508.28
1285.50	277400627833459.25
1286.50	277222604027170.12
1287.50	277043967992640.84
1288.50	276856980851192.28
1289.50	276667185014589.03
1290.50	276476761549451.75
1291.50	276285710455780.25
1292.50	276094031733574.81
1293.50	275900840432810.75
1294.50	275704742790185.34
1295.50	275508012632229.03
1296.50	275310649958941.91
1297.50	275112654770324.03
1298.50	274914027066375.34
1299.50	274711934774264.59
1300.50	274508359013302.44
1301.50	274304145076345.06
1302.50	274099292963392.47
1303.50	273893802674444.88
1304.50	273686044179769.34
1305.50	273473002138225.00
1306.50	273259312308811.03
1307.50	273044974691527.50
1308.50	272829989286374.16
1309.50	272614356093351.28
1310.50	272396644852783.84
1311.50	272177831635979.47
1312.50	271958367759240.47
1313.50	271738253222566.78
1314.50	271517488025958.38
1315.50	271297989907526.81
1316.50	271083306371594.00
1317.50	270867983389585.62
1318.50	270652020961501.59
1319.50	270435419087341.88
1320.50	270218177767106.69
1321.50	269996181493290.91
1322.50	269772238927457.50
1323.50	269547648720101.81
1324.50	269322410871223.56
1325.50	269096525380823.06
1326.50	268873575882153.91
1327.50	268660191405757.00
1328.50	268446180069149.16
1329.50	268231541872330.34
1330.50	268016276815300.69
1331.50	267800384898060.03
1332.50	267578100584787.62
1333.50	267353358695694.03
1334.50	267127978559925.97
1335.50	266901960177483.44
1336.50	266675303548366.41
1337.50	266443187284649.53
1338.50	266197380214069.06
1339.50	265950908194769.53
1340.50	265703771226751.00
1341.50	265455969310013.31
1342.50	265207502444556.59
1343.50	264953089219787.22
1344.50	264696512446735.69
1345.50	264439260645264.00
1346.50	264181333815372.19
1347.50	263922731957060.16
1348.50	263666265721494.19
1349.50	263416014978366.28
1350.50	263165103581160.81
1351.50	262913531529877.94
1352.50	262661298824517.53
1353.50	262408405465079.72
1354.50	262151557944979.06
1355.50	261893271786455.81
1356.50	261634318970078.84
1357.50	261374699495848.09
1358.50	261114413363763.53
1359.50	260858641807392.56
1360.50	260612738427396.22
1361.50	260366191487313.97
1362.50	260119000987146.00
1363.50	259871166926892.16
1364.50	259622689306552.50
1365.50	259395559851040.31
1366.50	259171401715978.50
1367.50	258946637474910.84
1368.50	258721267127837.50
1369.50	258495290674758.38
1370.50	258267544588933.91
1371.50	258037290928233.62
1372.50	257806426693213.19
1373.50	257574951883872.56
1374.50	257342866500211.72
1375.50	257110170542230.66
1376.50	256878777572035.59
1377.50	256646943325439.03
1378.50	256414501526620.06
1379.50	256181452175578.69
1380.50	255947795272315.00
1381.50	255713800157056.94
1382.50	255479514290376.47
1383.50	255244621719135.09
1384.50	255009122443332.94
1385.50	254773016462969.88
1386.50	254536303778046.06
1387.50	254294036853014.38
1388.50	254051156091839.16
1389.50	253807661494520.22
1390.50	253563553061057.81
1391.50	253318830791451.75
1392.50	253053777849930.47
1393.50	252771939212222.12
1394.50	252489435249979.09
1395.50	252206265963201.28
1396.50	251922431351888.81
1397.50	251639569952537.78
1398.50	251370802954363.56
1399.50	251101394081193.12
1400.50	250831343333026.38
1401.50	250560650709863.28
1402.50	250289316211703.88
1403.50	250001578155517.03
1404.50	249705050323610.03
1405.50	249407846585587.53
1406.50	249109966941449.47
1407.50	248811411391195.88
1408.50	248518776583290.69
1409.50	248248879958446.34
1410.50	247978350004363.69
1411.50	247707186721042.59
1412.50	247435390108483.09
1413.50	247162960166685.34
1414.50	246898464634037.06
1415.50	246635626996496.03
1416.50	246372171364094.12
1417.50	246108097736831.28
1418.50	245843406114707.53
1419.50	245576058792165.53
1420.50	245304618552738.16
1421.50	245032552558939.88
1422.50	244759860810770.44
1423.50	244486543308230.06
1424.50	244212600051318.59
1425.50	243965455628548.56
1426.50	243719168340509.31
1427.50	243472295800361.91
1428.50	243224838008106.41
1429.50	242976794963742.84
1430.50	242739794835999.66
1431.50	242512138115187.88
1432.50	242283926248728.34
1433.50	242055159236621.16
1434.50	241825837078866.25
1435.50	241598989082570.31
1436.50	241390211725134.44
1437.50	241180909368909.59
1438.50	240971082013895.91
1439.50	240760729660093.31
1440.50	240549852307501.69
1441.50	240360660005112.84
1442.50	240178782463332.47
1443.50	239996421564913.38
1444.50	239813577309855.44
1445.50	239630249698158.81
1446.50	239442105673177.81
1447.50	239245419632112.12
1448.50	239048233117004.50
1449.50	238850546127854.91
1450.50	238652358664663.34
1451.50	238453670727429.91
1452.50	238242314408394.00
1453.50	238029933515674.69
1454.50	237817034696377.91
1455.50	237603617950503.69
1456.50	237389683278052.00
1457.50	237170542150226.28
1458.50	236947616296559.88
1459.50	236724161611809.75
1460.50	236500178095975.78
1461.50	236275665749058.06
1462.50	236050082330574.72
1463.50	235822045535978.47
1464.50	235593476539728.19
1465.50	235364375341823.97
1466.50	235134741942265.75
1467.50	234904576341053.66
1468.50	234617409982610.34
1469.50	234320435700684.66
1470.50	234022839791008.78
1471.50	233724622253582.72
1472.50	233425783088406.44
1473.50	233141129912597.94
1474.50	232870692874003.31
1475.50	232599674404786.81
1476.50	232328074504948.38
1477.50	232055893174487.97
1478.50	231784431901546.97
1479.50	231519228392727.50
1480.50	231253454456736.69
1481.50	230987110093574.56
1482.50	230720195303241.12
1483.50	230452710085736.50
1484.50	230220171422601.00
1485.50	229994911845182.44
1486.50	229769140194775.44
1487.50	229542856471379.78
1488.50	229316060674995.53
1489.50	229104799842526.28
1490.50	228909761715118.28
1491.50	228714255487940.72
1492.50	228518281160993.78
1493.50	228321838734277.25
1494.50	228131868984357.22
1495.50	227975350418662.88
1496.50	227818418391000.97
1497.50	227661072901371.31
1498.50	227503313949774.09
1499.50	227345141536209.25
1500.50	227245437741923.88
1501.50	227155796849460.97
1502.50	227065834828301.72
1503.50	226975551678446.06
1504.50	226884947399894.09
1505.50	226800333170785.19
1506.50	226720573318231.81
1507.50	226640507580913.41
1508.50	226560135958830.00
1509.50	226479458451981.66
1510.50	226391786913784.72
1511.50	226283722912222.03
1512.50	226175317603734.44
1513.50	226066570988321.78
1514.50	225957483065984.16
1515.50	225848053836721.59
1516.50	225731667919765.09
1517.50	225614656148719.31
1518.50	225497293982688.34
1519.50	225379581421672.22
1520.50	225261518465670.88
1521.50	225128598440811.50
1522.50	224988477795195.88
1523.50	224847978712079.16
1524.50	224707101191461.50
1525.50	224565845233342.72
1526.50	224393878594674.19
1527.50	224177816345981.84
1528.50	223961278730760.47
1529.50	223744265749010.16
1530.50	223526777400730.78
1531.50	223303201743636.16
1532.50	223044647522027.19
1533.50	222785565586122.94
1534.50	222525955935923.38
1535.50	222265818571428.53
1536.50	222005153492638.41
1537.50	221706735371480.31
1538.50	221403137237146.59
1539.50	221098956980437.78
1540.50	220794194601353.97
1541.50	220488850099895.06
1542.50	220130300560955.28
1543.50	219741481089329.41
1544.50	219351972884884.56
1545.50	218961775947620.81
1546.50	218570890277538.12
1547.50	218189092807906.41
1548.50	217820697578267.53
1549.50	217451644434780.62
1550.50	217081933377445.59
1551.50	216711564406262.50
1552.50	216330585272750.00
1553.50	215903568180363.81
1554.50	215475821946729.47
1555.50	215047346571846.91
1556.50	214618142055716.09
1557.50	214188208398337.12
1558.50	213779931151376.56
1559.50	213371886820014.78
1560.50	212963143271412.47
1561.50	212553700505569.59
1562.50	212143558522486.25
1563.50	211766132428970.59
1564.50	211399195355127.84
1565.50	211031616056018.69
1566.50	210663394531643.03
1567.50	210294530782000.97
1568.50	209960990936184.72
1569.50	209656300319666.78
1570.50	209351050860683.75
1571.50	209045242559235.66
1572.50	208738875415322.56
1573.50	208459475038371.19
1574.50	208228516321278.00
1575.50	207997095946373.28
1576.50	207765213913657.12
1577.50	207532870223129.44
1578.50	207306896860744.16
1579.50	207111613705547.78
1580.50	206915916983103.72
1581.50	206719806693412.03
1582.50	206523282836472.75
1583.50	206326489434240.75
1584.50	206143549824423.19
1585.50	205960214837690.19
1586.50	205776484474041.72
1587.50	205592358733477.72
1588.50	205407837615998.31
1589.50	205282689769242.91
1590.50	205167775793993.84
1591.50	205052554917521.19
1592.50	204937027139824.81
1593.50	204821192460904.75
1594.50	204697996694398.97
1595.50	204571460059762.59
1596.50	204444603883690.50
1597.50	204317428166182.66
1598.50	204189932907239.00
1599.50	203966626035633.56
1600.50	203664701497295.00
1601.50	203420163253499.44
1602.50	203298323794598.62
1603.50	203176173748513.91
1604.50	203053713115245.34
1605.50	202930941894792.97
1606.50	202807860087156.69
1607.50	202684467692336.50
1608.50	202560764710332.53
1609.50	202436751141144.66
1610.50	202312426984772.94
1611.50	202187792241217.34
1612.50	202062846910477.88
1613.50	201937590992554.59
1614.50	201812024487447.41
1615.50	201686147395156.38
1616.50	201559959715681.47
1617.50	201376525988801.59
1618.50	201160665279218.66
1619.50	200944383983494.69
1620.50	200727682101629.72
1621.50	200510559633623.69
1622.50	200293016579476.72
1623.50	200075052939188.69
1624.50	199856668712759.62
1625.50	199637863900189.66
1626.50	199418638501478.56
1627.50	199198992516626.53
1628.50	198978925945633.44
1629.50	198758438788499.34
1630.50	198537531045224.22
1631.50	198316202715808.12
1632.50	198096617550969.94
1633.50	197901512826449.91
1634.50	197706020651328.22
1635.50	197510141025604.84
1636.50	197313873949279.81
1637.50	197117219422353.09
1638.50	196920177444824.72
1639.50	196722748016694.66
1640.50	196524931137962.91
1641.50	196326726808629.50
1642.50	196128135028694.47
1643.50	195929155798157.69
1644.50	195729789117019.28
1645.50	195530034985279.22
1646.50	195329893402937.44
1647.50	195129364369994.00
1648.50	194910262807329.31
1649.50	194678106976795.50
1650.50	194445526301461.66
1651.50	194212520781327.84
1652.50	193979090416393.94
1653.50	193745235206660.00
1654.50	193510955152126.03
1655.50	193276250252792.06
1656.50	193041120508658.03
1657.50	192805565919723.97
1658.50	192569586485989.88
1659.50	192333182207455.75
1660.50	192096353084121.59
1661.50	191859099115987.38
1662.50	191621420303053.19
1663.50	191389654654865.25
1664.50	191184507960224.03
1665.50	190978976526517.66
1666.50	190773060353746.09
1667.50	190566759441909.38
1668.50	190360073791007.53
1669.50	190153003401040.44
1670.50	189945548272008.25
1671.50	189737708403910.88
1672.50	189529483796748.41
1673.50	189320874450520.72
1674.50	189111880365227.84
1675.50	188902501540869.91
1676.50	188692737977446.75
1677.50	188482589674958.41
1678.50	188272056633404.94
1679.50	188038717590864.41
1680.50	187802194292134.66
1681.50	187565256254424.19
1682.50	187327903477732.91
1683.50	187090135962060.88
1684.50	186851953707408.06
1685.50	186613356713774.56
1686.50	186374344981160.19
1687.50	186134918509565.16
1688.50	185895077298989.28
1689.50	185654821349432.72
1690.50	185414150660895.38
1691.50	185173065233377.25
1692.50	184931565066878.38
1693.50	184689650161398.72
1694.50	184411998837864.62
1695.50	184117259309567.97
1696.50	183822043733768.06
1697.50	183526352110464.81
1698.50	183230184439658.34
1699.50	182933540721348.62
1700.50	182636420955535.59
1701.50	182338825142219.31
1702.50	182040753281399.75
1703.50	181742205373076.91
1704.50	181443181417250.81
1705.50	181143681413921.44
1706.50	180843705363088.81
1707.50	180543253264752.88
1708.50	180242325118913.69
1709.50	179947367158391.28
1710.50	179656806484251.06
1711.50	179365782993587.84
1712.50	179074296686401.62
1713.50	178782347562692.38
1714.50	178489935622460.16
1715.50	178197060865704.94
1716.50	177903723292426.75
1717.50	177609922902625.50
1718.50	177315659696301.28
1719.50	177020933673454.03
1720.50	176725744834083.81
1721.50	176430093178190.59
1722.50	176133978705774.34
1723.50	175837401416835.16
1724.50	175564996385783.62
1725.50	175312324766876.09
1726.50	175059242278148.22
1727.50	174805748919600.06
1728.50	174551844691231.56
1729.50	174297529593042.75
1730.50	174042803625033.59
1731.50	173787666787204.09
1732.50	173532119079554.28
1733.50	173276160502084.19
1734.50	173019791054793.72
1735.50	172763010737682.97
1736.50	172505819550751.84
1737.50	172248217494000.41
1738.50	171990204567428.72
1739.50	171790476447750.69
1740.50	171623440242441.12
1741.50	171456098613698.00
1742.50	171288451561521.25
1743.50	171120499085910.91
1744.50	170952241186867.00
1745.50	170783677864389.50
1746.50	170614809118478.41
1747.50	170445634949133.75
1748.50	170276155356355.50
1749.50	170106370340143.69
1750.50	169936279900498.25
1751.50	169765884037419.25
1752.50	169595182750906.66
1753.50	169424176040960.47
1754.50	169171392498719.84
1755.50	168899089191967.94
1756.50	168626365805770.75
1757.50	168353222340128.25
1758.50	168079658795040.56
1759.50	167805675170507.59
1760.50	167531271466529.31
1761.50	167256447683105.81
1762.50	166981203820237.00
1763.50	166705539877922.94
1764.50	166429455856163.62
1765.50	166152951754959.00
1766.50	165876027574309.16
1767.50	165598683314214.00
1768.50	165320717544336.06
1769.50	165039653808072.19
1770.50	164758166738106.59
1771.50	164476256334439.28
1772.50	164193922597070.31
1773.50	163911165525999.59
1774.50	163627985121227.25
1775.50	163344381382753.12
1776.50	163060354310577.31
1777.50	162775903904699.84
1778.50	162491030165120.69
1779.50	162205733091839.72
1780.50	161920012684857.16
1781.50	161633868944172.84
1782.50	161347301869786.84
1783.50	161068187533749.69
1784.50	160799104924610.56
1785.50	160529619521659.44
1786.50	160259731324896.28
1787.50	159989440334321.12
1788.50	159718746549934.00
1789.50	159447649971734.78
1790.50	159176150599723.59
1791.50	158904248433900.41
1792.50	158631943474265.19
1793.50	158359235720817.94
1794.50	158086125173558.69
1795.50	157812611832487.44
1796.50	157538695697604.12
1797.50	157264376768908.84
1798.50	157046769210232.19
1799.50	156836614996360.19
1800.50	156626130162664.44
1801.50	156415314709144.84
1802.50	156204168635801.47
1803.50	155992691942634.28
1804.50	155780884629643.28
1805.50	155568746696828.53
1806.50	155356278144189.91
1807.50	155143478971727.50
1808.50	154930349179441.31
1809.50	154716888767331.34
1810.50	154503097735397.50
1811.50	154288976083639.94
1812.50	154085720347987.62
1813.50	153897616760953.47
1814.50	153709211970281.94
1815.50	153520505975972.94
1816.50	153331498778026.47
1817.50	153142190376442.56
1818.50	152952580771221.16
1819.50	152762669962362.34
1820.50	152572457949866.06
1821.50	152381944733732.31
1822.50	152191130313961.16
1823.50	152000014690552.50
1824.50	151808597863506.41
1825.50	151616879832822.88
1826.50	151424493638294.47
1827.50	151226053647487.81
1828.50	151027305756078.53
1829.50	150828249964066.53
1830.50	150628886271451.97
1831.50	150429214678234.72
1832.50	150229235184414.84
1833.50	150028947789992.41
1834.50	149828352494967.22
1835.50	149627449299339.44
1836.50	149426238203109.03
1837.50	149224719206275.97
1838.50	149022892308840.28
1839.50	148820757510801.94
1840.50	148618314812160.94
1841.50	148377834358167.34
1842.50	148126357493510.16
1843.50	147874520193242.28
1844.50	147622322457363.72
1845.50	147369764285874.47
1846.50	147116845678774.56
1847.50	146863566636063.94
1848.50	146609927157742.66
1849.50	146355927243810.66
1850.50	146101566894268.06
1851.50	145846846109114.72
1852.50	145591764888350.72
1853.50	145336323231976.03
1854.50	145080521139990.66
1855.50	144850095492611.34
1856.50	144636504318006.56
1857.50	144422598943091.91
1858.50	144208379367867.41
1859.50	143993845592333.12
1860.50	143778997616488.94
1861.50	143563835440335.00
1862.50	143348359063871.22
1863.50	143132568487097.56
1864.50	142916463710014.06
1865.50	142700044732620.78
1866.50	142483311554917.62
1867.50	142266264176904.66
1868.50	142048902598581.84
1869.50	141893583512102.41
1870.50	141800406981695.50
1871.50	141707049669950.97
1872.50	141613511576868.91
1873.50	141519792702449.25
1874.50	141425893046691.97
1875.50	141331812609597.12
1876.50	141237551391164.69
1877.50	141143109391394.66
1878.50	141048486610287.03
1879.50	140953683047841.84
1880.50	140858698704059.06
1881.50	140763533578938.66
1882.50	140668187672480.72
1883.50	140562873440017.14
1884.50	140447575292148.48
1885.50	140332075577076.23
1886.50	140216374294800.31
1887.50	140100471445320.77
1888.50	139984367028637.66
1889.50	139868061044750.88
1890.50	139751553493660.50
1891.50	139634844375366.48
1892.50	139517933689868.89
1893.50	139400821437167.59
1894.50	139283507617262.73
1895.50	139165992230154.25
1896.50	139048275275842.16
1897.50	138883637373717.25
1898.50	138684899556291.95
1899.50	138485875269785.62
1900.50	138286564514198.23
1901.50	138086967289529.78
1902.50	137887083595780.31
1903.50	137686913432949.72
1904.50	137486456801038.06
1905.50	137285713700045.34
1906.50	137084684129971.56
1907.50	136883368090816.72
1908.50	136681765582580.88
1909.50	136479876605263.94
1910.50	136277701158865.91
1911.50	136039600336469.81
1912.50	135789289905587.28
1913.50	135538643287033.42
1914.50	135287660480808.38
1915.50	135036341486912.14
1916.50	134784686305344.62
1917.50	134532694936105.91
1918.50	134280367379195.89
1919.50	134027703634614.69
1920.50	133774703702362.30
1921.50	133521367582438.61
1922.50	133267695274843.73
1923.50	133013686779577.61
1924.50	132759996710428.11
1925.50	132538063876736.03
1926.50	132315828870118.73
1927.50	132093291690576.28
1928.50	131870452338108.66
1929.50	131647310812715.86
1930.50	131423867114397.86
1931.50	131200121243154.69
1932.50	130976073198986.41
1933.50	130751722981892.88
1934.50	130527070591874.23
1935.50	130302116028930.36
1936.50	130076859293061.33
1937.50	129851300384267.14
1938.50	129668463838990.78
1939.50	129558665295860.00
1940.50	129448684551463.50
1941.50	129338521605801.27
1942.50	129228176458873.34
1943.50	129117649110679.72
1944.50	129006939561220.39
1945.50	128896047810495.31
1946.50	128784973858504.50
1947.50	128673717705247.98
1948.50	128562279350725.73
1949.50	128450658794937.81
1950.50	128338856037884.14
1951.50	128226871079564.75
1952.50	128127356103779.83
1953.50	128031036847973.69
1954.50	127934551795944.14
1955.50	127837900947691.19
1956.50	127741084303214.78
1957.50	127644101862514.95
1958.50	127546953625591.66
1959.50	127449639592444.94
1960.50	127352159763074.83
1961.50	127254514137481.22
1962.50	127156702715664.20
1963.50	127058725497623.77
1964.50	126960582483359.91
1965.50	126865810510250.61
1966.50	126778752660538.98
1967.50	126691540624019.20
1968.50	126604174400691.23
1969.50	126516653990555.06
1970.50	126428979393610.73
1971.50	126341150609858.20
1972.50	126253167639297.52
1973.50	126165030481928.58
1974.50	126076739137751.50
1975.50	125988293606766.19
1976.50	125899693888972.73
1977.50	125810939984371.08
1978.50	125722031892961.27
1979.50	125651819177043.72
1980.50	125583336503288.97
1981.50	125514720571046.02
1982.50	125445971380314.89
1983.50	125377088931095.61
1984.50	125308073223388.09
1985.50	125238924257192.42
1986.50	125169642032508.59
1987.50	125100226549336.56
1988.50	125030677807676.34
1989.50	124960995807527.97
1990.50	124891180548891.38
1991.50	124821232031766.66
1992.50	124670600020385.16
1993.50	124461395141485.52
1994.50	124251917601621.64
1995.50	124042167400793.41
1996.50	123832144539000.86
1997.50	123621849016244.03
1998.50	123411280832522.86
1999.50	123200439987837.39
2000.50	122989326482187.66
2001.50	122777940315573.56
2002.50	122566281487995.19
2003.50	122354349999452.47
2004.50	122142145849945.45
2005.50	121950430201623.56
2006.50	121797038265906.88
2007.50	121643432824155.94
2008.50	121489613876370.83
2009.50	121335581422551.45
2010.50	121181335462697.84
2011.50	121026875996810.05
2012.50	120872203024888.02
2013.50	120717316546931.75
2014.50	120562216562941.23
2015.50	120406903072916.53
2016.50	120251376076857.58
2017.50	120095635574764.45
2018.50	119944820111940.72
2019.50	119815713517337.17
2020.50	119686420213801.53
2021.50	119556940201333.73
2022.50	119427273479933.80
2023.50	119297420049601.75
2024.50	119167379910337.55
2025.50	119037153062141.19
2026.50	118906739505012.72
2027.50	118776139238952.12
2028.50	118645352263959.38
2029.50	118514378580034.48
2030.50	118383218187177.48
2031.50	118246979807518.19
2032.50	118074662875850.41
2033.50	117902119106627.39
2034.50	117729348499849.12
2035.50	117556351055515.61
2036.50	117383126773626.86
2037.50	117209675654182.86
2038.50	117035997697183.62
2039.50	116862092902629.16
2040.50	116687961270519.45
2041.50	116513602800854.48
2042.50	116339017493634.27
2043.50	116164205348858.83
2044.50	115986035549280.98
2045.50	115784665293195.66
2046.50	115583042677281.92
2047.50	115381167701539.81
2048.50	115179040365969.28
2049.50	114976660670570.41
2050.50	114774028615343.11
2051.50	114571144200287.44
2052.50	114368007425403.39
2053.50	114164618290690.92
2054.50	113960976796150.06
2055.50	113757082941780.83
2056.50	113552936727583.22
2057.50	113378743401879.31
2058.50	113325206792984.41
2059.50	113271564629842.20
2060.50	113217816912452.81
2061.50	113163963640816.19
2062.50	113110004814932.30
2063.50	113055940434801.20
2064.50	113001770500422.86
2065.50	112947495011797.23
2066.50	112893113968924.42
2067.50	112838627371804.33
2068.50	112784035220437.05
2069.50	112729337514822.52
2070.50	112652904390922.59
2071.50	112539497803844.84
2072.50	112425929193945.17
2073.50	112312198561223.48
2074.50	112198305905679.84
2075.50	112084251227314.23
2076.50	111970034526126.61
2077.50	111855655802117.06
2078.50	111741115055285.53
2079.50	111626412285632.00
2080.50	111511547493156.53
2081.50	111396520677859.09
2082.50	111281331839739.64
2083.50	111113064493588.17
2084.50	110910736239663.20
2085.50	110708162691175.00
2086.50	110505343848123.67
2087.50	110302279710509.09
2088.50	110098970278331.38
2089.50	109895415551590.47
2090.50	109691615530286.34
2091.50	109487570214419.06
2092.50	109283279603988.59
2093.50	109078743698994.89
2094.50	108873962499438.05
2095.50	108668936005318.02
2096.50	108530592917729.94
2097.50	108397891046665.39
2098.50	108265013281074.05
2099.50	108131959620955.86
2100.50	107998730066310.92
2101.50	107865324617139.17
2102.50	107731743273440.62
2103.50	107597986035215.30
2104.50	107464052902463.16
2105.50	107329943875184.22
2106.50	107195658953378.52
2107.50	107061198137045.98
2108.50	106929046546206.61
2109.50	106802255437633.31
2110.50	106675296038532.42
2111.50	106548168348904.00
2112.50	106420872368748.03
2113.50	106293408098064.48
2114.50	106165775536853.38
2115.50	106037974685114.72
2116.50	105910005542848.47
2117.50	105781868110054.69
2118.50	105653562386733.34
2119.50	105525088372884.42
2120.50	105396446068507.95
2121.50	105283718809937.11
2122.50	105175644801008.69
2123.50	105067422192761.58
2124.50	104959050985195.75
2125.50	104850531178311.20
2126.50	104741862772107.95
2127.50	104633045766585.95
2128.50	104524080161745.27
2129.50	104414965957585.88
2130.50	104305703154107.72
2131.50	104196291751310.89
2132.50	104086731749195.36
2133.50	103950559086200.59
2134.50	103752434595987.06
2135.50	103554078812722.89
2136.50	103355491736408.06
2137.50	103156673367042.61
2138.50	102957623704626.47
2139.50	102758342749159.70
2140.50	102558830500642.31
2141.50	102359086959074.27
2142.50	102159112124455.56
2143.50	101958905996786.25
2144.50	101758468576066.27
2145.50	101557799862295.64
2146.50	101405684542942.09
2147.50	101258210492619.06
2148.50	101110555099906.12
2149.50	100962718364803.33
2150.50	100814700287310.64
2151.50	100666500867428.09
2152.50	100518120105155.67
2153.50	100369558000493.34
2154.50	100220814553441.17
2155.50	100071889763999.09
2156.50	99922783632167.14
2157.50	99773496157945.34
2158.50	99653252531089.14
2159.50	99553173080040.70
2160.50	99452958183493.66
2161.50	99352607841448.02
2162.50	99252122053903.80
2163.50	99151500820861.02
2164.50	99050744142319.64
2165.50	98949852018279.66
2166.50	98848824448741.09
2167.50	98747661433703.94
2168.50	98646362973168.20
2169.50	98544929067133.89
2170.50	98466795187303.78
2171.50	98432090527459.53
2172.50	98397312120794.94
2173.50	98362459967310.03
2174.50	98327534067004.81
2175.50	98292534419879.25
2176.50	98257461025933.36
2177.50	98222313885167.14
2178.50	98187092997580.59
2179.50	98151798363173.70
2180.50	98116429981946.50
2181.50	98080987853898.97
2182.50	98033710014643.08
2183.50	97924569043712.12
2184.50	97815286960758.17
2185.50	97705863765781.22
2186.50	97596299458781.23
2187.50	97486594039758.27
2188.50	97376747508712.27
2189.50	97266759865643.25
2190.50	97156631110551.22
2191.50	97046361243436.22
2192.50	96935950264298.19
2193.50	96825398173137.12
2194.50	96713642916470.72
2195.50	96585099159904.48
2196.50	96456398159265.70
2197.50	96327539914554.38
2198.50	96198524425770.47
2199.50	96069351692913.98
2200.50	95940021715984.97
2201.50	95810534494983.36
2202.50	95680890029909.20
2203.50	95551088320762.47
2204.50	95421129367543.22
2205.50	95291013170251.34
2206.50	95161507488972.22
2207.50	95069482553444.45
2208.50	94977335169225.27
2209.50	94885065336314.69
2210.50	94792673054712.70
2211.50	94700158324419.31
2212.50	94607521145434.52
2213.50	94514761517758.30
2214.50	94421879441390.72
2215.50	94328874916331.73
2216.50	94235747942581.30
2217.50	94142498520139.50
2218.50	94043235661705.12
2219.50	93831865832624.31
2220.50	93620267339169.41
2221.50	93408440181340.42
2222.50	93196384359137.33
2223.50	92984099872560.12
2224.50	92771586721608.88
2225.50	92558844906283.50
2226.50	92345874426584.05
2227.50	92132675282510.50
2228.50	91919247474062.86
2229.50	91705591001241.12
2230.50	91514168491701.44
2231.50	91460584034553.36
2232.50	91406914779734.09
2233.50	91353160727243.62
2234.50	91299321877081.97
2235.50	91245398229249.11
2236.50	91191389783745.03
2237.50	91137296540569.78
2238.50	91083118499723.31
2239.50	91028855661205.66
